39,16,8,3
1,5,2,0
0,0,0,0
0,0,0,0
16,10,4,1
1,2,1,1
6,1,0,0
3,2,2,3
4,3,2,3
0,0,0,0
6,8,2,2
1,1,0,0
0,1,1,2
2,6,1,0
9,9,2,2
23,17,2,5
0,3,2,0
17,8,5,0
3,0,0,0
9,5,6,3
19,4,3,0
8,1,1,1
1,2,0,0
0,4,0,0
2,0,1,0
0,0,2,0
0,1,0,0
0,0,1,0
2,0,5,0
6,2,1,0
0,0,5,1
10,2,1,1
1,0,0,0
6,3,3,0
2,0,2,2
4,1,5,0
0,0,0,0
0,0,0,0
7,3,3,0
1,0,0,1
0,0,0,0
1,0,1,0
0,0,2,0
2,1,1,0
0,0,0,0
0,0,0,0
0,0,1,0
0,0,0,0
0,2,0,2
0,1,1,1
0,0,0,0
0,0,0,0
0,0,0,0
2539,2095,938,587
37,24,0,3
4,3,0,0
0,0,0,0
1,1,2,1
0,0,3,0
0,0,0,0
0,3,0,0
340,272,145,77
44,24,4,1
0,0,1,0
0,0,0,1
0,1,1,0
1,2,0,0
1,0,1,0
0,4,2,0
0,0,0,0
1,0,0,0
0,0,0,0
0,0,1,0
1,1,3,0
0,0,0,0
2,0,2,0
0,0,0,0
0,3,3,0
4,3,1,0
1,2,0,0
2648,2058,1529,1182
1968,1305,1031,509
217,138,78,56
4281,3370,3409,2007
1189,826,1135,670
66,29,48,24
80,70,37,26
1004,755,424,310
540,321,371,211
4933,3786,2543,1744
1527,1176,633,430
3207,2514,1703,1204
415,297,237,153
139,52,79,33
2131,1523,1272,846
1603,1407,741,557
113,70,89,51
686,472,349,237
101,68,51,42
146,126,84,67
719,634,439,313
222,130,146,82
82,56,52,39
13,3,7,7
448,350,267,172
65,40,53,26
64,60,8,11
9,8,12,11
119,120,130,51
133,105,19,14
12,11,14,3
93,63,108,57
127,67,122,45
108,97,64,34
54,45,26,19
92,48,60,39
20,14,14,11
35,44,28,22
63,41,29,26
44,42,36,16
151,78,67,40
125,76,99,47
230,185,153,87
263,204,158,103
50,70,63,37
704,514,393,255
215,170,60,49
100,68,8,10
134,95,78,57
20,21,18,13
506,423,290,178
2260,1655,1179,809
140,91,50,24
70,50,69,59
83,43,93,46
203,168,67,41
8,4,8,3
100,78,14,10
14,5,3,1
18,7,12,8
2,0,3,4
9,4,10,7
54,37,28,22
129,89,70,63
48,42,23,19
10,11,2,1
19,14,5,5
392,346,152,133
5,4,5,7
1,1,1,0
1,0,2,0
7,5,6,4
31,16,41,21
26,21,19,6
336,259,193,130
16,7,14,5
35,19,18,16
0,1,2,5
2,3,5,5
7,3,11,9
5,11,0,4
1,1,9,4
51,21,29,27
35,31,26,11
111,110,67,45
1,1,6,4
2,0,0,3
0,0,2,0
8,2,0,2
8,11,10,9
10,2,2,3
3,1,17,3
13,8,7,5
3,1,5,2
1,1,2,2
0,1,1,1
1,5,2,2
10,1,14,7
23,15,20,14
51,35,21,26
1,0,0,0
6,4,16,6
7,2,3,2
22,19,26,10
17,7,10,3
0,0,5,0
1,3,0,0
14,8,6,4
1,2,2,1
4,2,9,11
0,0,1,0
1,0,1,1
8,5,8,5
1,1,2,1
2,1,5,0
0,1,0,0
1,0,1,1
0,1,2,0
0,0,7,2
14,8,6,0
0,0,1,1
0,0,0,0
24,23,9,1
1,0,2,1
4,7,4,3
1,1,5,1
1,0,0,0
3,0,0,1
1,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
4,3,3,1
0,0,0,0
0,0,1,0
0,0,0,0
566,420,300,216
108,105,21,6
2,2,3,0
1,0,1,1
3,0,0,1
0,0,3,1
1,0,1,1
2,0,0,0
231,151,68,54
5,7,4,2
0,0,0,0
2,0,2,3
1,2,2,0
1,0,0,2
0,0,5,1
0,0,0,0
0,0,0,0
0,1,0,0
0,0,1,0
0,0,0,0
6,5,3,1
1,1,5,1
36,31,5,4
0,0,1,0
4,0,3,4
0,0,1,0
0,0,2,1
3446,2848,2353,1607
3433,1993,2049,1043
517,382,329,180
1442,1070,1181,716
3247,2270,2299,1401
262,132,171,76
237,148,109,54
1191,956,1035,684
2653,1504,1600,943
7095,4829,3635,2283
2033,1439,326,180
1091,704,704,374
1303,915,1130,721
181,117,170,103
3817,2920,2576,1724
2014,1486,929,614
421,283,449,208
750,464,424,298
180,112,109,61
941,772,412,228
1802,1118,1455,874
416,273,305,195
256,202,159,97
15,8,39,17
650,483,488,304
346,187,274,164
127,63,64,47
46,31,24,15
292,181,281,160
98,60,46,26
47,28,36,7
509,318,603,315
495,380,397,244
209,163,144,81
178,97,158,125
116,116,139,71
110,41,87,44
99,51,52,21
94,49,54,42
177,170,130,59
244,129,119,61
190,138,261,156
671,444,443,260
889,610,522,398
200,101,174,113
1431,993,1138,658
183,134,87,66
73,41,65,38
335,212,133,119
169,122,182,122
2525,1729,654,410
675,436,574,350
305,169,224,118
169,106,104,64
267,189,289,173
511,357,290,223
39,23,25,20
138,109,127,83
44,15,34,19
76,35,58,34
16,6,34,10
21,25,21,19
52,38,60,27
254,176,190,118
70,25,49,29
66,57,50,39
47,25,65,22
468,312,393,238
19,21,29,14
17,15,29,21
7,5,9,2
34,28,48,17
54,36,55,35
67,41,68,50
550,422,507,271
113,69,133,77
122,92,93,38
2,1,1,1
10,5,8,4
21,7,20,10
22,5,12,5
33,10,50,22
183,129,224,132
64,36,75,25
309,180,214,127
36,24,38,21
8,6,10,0
5,3,3,1
24,19,21,13
36,16,24,19
5,0,4,4
38,20,31,30
39,17,28,8
7,10,10,1
51,19,35,12
6,5,3,1
6,8,17,11
90,41,93,66
119,101,91,57
64,50,34,30
4,1,5,0
73,29,69,31
12,5,12,7
63,43,69,37
37,38,33,10
11,2,13,8
8,10,12,9
23,17,41,31
15,2,7,3
8,14,21,7
7,2,3,2
3,3,15,12
32,24,24,12
12,3,6,1
24,14,9,10
3,2,3,2
7,3,10,7
4,2,7,4
17,2,24,0
5,1,6,0
1,1,0,0
5,1,3,3
23,22,21,11
7,1,3,5
13,5,11,8
11,2,13,9
2,4,5,1
4,2,8,4
4,1,5,2
2,1,3,0
3,1,6,1
0,1,1,3
0,0,1,1
16,16,16,5
0,0,0,0
0,0,1,0
0,0,1,2
1857,1443,966,647
142,102,71,47
15,11,29,12
1,0,13,1
9,12,28,10
7,0,13,4
5,1,5,0
1,4,4,1
798,625,377,213
18,16,30,11
2,0,1,4
5,0,0,0
28,19,6,3
6,4,14,8
5,3,17,20
1,1,2,0
1,1,2,0
0,0,1,4
10,1,5,2
2,3,2,1
42,31,47,22
5,6,3,4
8,4,7,2
3,4,2,3
36,21,25,26
2,0,4,1
5,6,15,14
274,175,135,89
178,115,67,44
365,296,123,71
275,244,112,84
396,308,346,211
2686,1390,1783,773
1043,788,455,290
211,146,60,68
654,365,380,230
2457,1681,1384,940
644,509,331,169
195,163,133,58
448,314,276,152
115,45,30,24
337,255,158,93
464,365,189,142
154,99,113,54
12913,10421,6079,3730
17,6,6,4
1243,1020,517,313
193,127,92,47
1950,1429,1102,590
59,42,21,21
33,37,33,15
1358,1112,758,475
223,190,122,76
104,74,38,19
55,36,29,14
38,29,31,18
55,30,40,28
514,311,262,186
50,18,35,16
6261,4987,3139,1999
83,49,52,25
37,15,13,20
4055,3196,2221,1294
92,100,72,37
744,392,401,218
15,16,11,3
244,171,163,87
2180,1454,1185,687
31,20,18,22
202,158,84,42
153,74,58,24
21,15,22,21
105,83,95,27
20,9,11,8
27,16,13,15
176,123,103,64
71,30,65,27
336,230,101,45
478,385,246,166
182,155,79,49
36,16,31,15
31,26,32,13
703,557,264,189
20,6,7,9
77,30,46,35
6,2,2,6
23,18,17,14
24,16,45,18
65,26,15,10
23,17,25,27
56,38,19,11
40,26,28,23
57,35,53,20
63,51,15,4
81,48,36,16
16,6,9,13
7,8,11,11
5,3,6,0
11,12,25,9
279,218,81,56
12,7,15,5
60,41,35,17
82,73,49,33
14,8,10,9
25,12,29,6
51,21,36,19
102,40,119,45
327,205,180,95
75,40,97,27
35,14,24,12
15,7,25,11
42,30,11,14
20,12,28,11
6,7,5,1
23,22,14,3
416,297,203,115
36,22,32,15
135,82,26,13
77,24,85,50
2,0,4,3
8,8,3,1
4,2,1,0
4,0,2,1
17,3,11,10
15,3,13,7
35,27,19,11
8,9,8,3
8,4,1,1
9,4,8,3
2,4,0,4
5,7,3,4
3,5,9,4
7,3,6,11
2,2,2,0
6,7,6,0
3,1,11,2
3,4,7,1
10,5,11,3
12,5,15,12
8,8,3,0
6,1,0,0
71,52,58,32
2,0,8,6
13,5,6,4
70,42,40,15
29,13,73,23
51,47,25,19
0,2,2,6
16,9,0,0
20,4,7,2
4,4,9,2
1,3,3,0
6,1,4,4
125,84,24,10
5,0,1,0
0,1,0,0
2,0,4,0
2,3,7,1
1,0,4,3
3,0,0,1
1,0,0,0
0,0,0,0
0,0,1,3
5,7,6,2
1921,1617,941,625
32,35,4,6
25,9,19,9
3,5,1,2
17,12,32,7
10,2,10,3
20,14,6,4
6,0,5,1
367,276,153,84
209,154,120,76
4,1,1,0
0,2,7,1
0,0,2,0
3,0,3,1
5,1,5,3
6,3,0,0
0,0,0,0
10,6,4,6
33,9,19,17
10,21,7,3
31,27,14,7
2,1,0,0
65,53,15,9
26,21,22,12
9,7,3,6
13,6,10,5
6,6,0,2
83,78,48,37
108,56,55,36
97,81,20,13
106,93,53,38
222,140,112,73
485,263,158,79
2700,1898,1972,1270
89,80,42,41
205,134,124,76
1840,1498,964,594
206,131,104,82
78,84,42,23
68,68,56,46
30,16,16,11
123,96,79,44
76,86,57,39
48,28,27,20
2976,2331,1500,950
1,1,4,3
877,690,503,310
81,81,31,13
490,361,328,244
27,17,21,19
16,6,3,1
171,115,111,73
36,25,27,21
57,53,23,16
11,7,7,2
15,7,9,6
33,32,16,10
60,47,41,24
5,10,9,1
193,121,182,137
20,24,13,19
4,0,2,5
194,138,84,33
48,23,20,9
73,46,64,31
62,57,7,1
99,77,58,38
186,135,114,55
6,1,9,7
76,65,40,34
41,31,49,18
12,7,3,1
109,117,72,40
2,7,3,1
12,14,15,6
143,104,66,21
13,5,12,10
214,169,30,27
80,59,66,37
47,32,27,23
3,2,9,2
3,4,3,4
235,175,104,51
34,33,7,6
25,21,11,11
1,0,0,0
1,1,4,4
5,4,10,9
3,1,5,8
10,6,4,9
28,12,4,3
12,5,14,1
45,16,17,7
11,8,16,5
103,105,6,10
16,8,16,16
2,1,5,7
1,0,3,3
2,4,8,0
43,33,29,23
10,6,0,1
49,42,7,11
24,23,9,11
3,1,3,0
32,19,23,10
4,7,11,6
33,36,67,30
13,4,9,5
6,10,24,17
16,12,7,5
7,6,3,2
13,7,7,2
7,3,6,8
0,0,2,2
1,1,1,1
49,32,23,12
4,1,0,1
11,13,4,2
15,6,31,8
1,2,3,1
3,0,2,2
0,0,0,0
1,2,2,2
1,4,8,3
3,2,2,0
3,0,7,4
0,0,0,2
12,5,5,5
4,6,2,0
5,2,0,2
1,1,2,2
0,2,0,0
6,2,7,3
0,2,0,0
1,0,0,2
2,3,6,0
1,2,0,3
2,6,3,0
6,3,1,4
2,1,0,0
0,0,3,1
12,10,10,14
2,2,0,6
3,2,7,7
18,8,6,5
10,8,12,5
15,14,8,3
2,0,2,0
0,2,1,0
2,4,0,0
0,0,1,1
0,0,3,0
1,0,1,2
11,9,8,3
0,1,0,0
0,1,0,1
0,0,0,1
2,0,0,0
1,0,0,0
0,0,0,1
0,0,0,0
0,0,0,0
0,2,1,0
1,0,1,1
1642,1369,816,532
6,6,3,2
26,14,17,10
0,1,0,1
11,7,6,2
1,0,3,1
2,0,3,2
0,2,6,4
102,74,37,21
80,41,24,25
0,1,0,2
0,0,0,0
0,0,3,0
2,0,1,0
0,0,0,1
0,0,0,2
0,0,4,0
0,0,12,1
4,2,8,3
2,7,2,6
5,2,6,1
0,0,0,0
8,10,11,5
5,1,2,0
10,8,3,3
2,0,2,0
1,0,0,0
1181,867,711,505
7810,4820,2367,1450
155,92,37,27
1167,1001,480,361
833,591,859,510
109,66,29,17
85,71,38,25
7596,5700,4804,3099
1033,705,611,308
1274,801,578,386
361,303,101,69
348,262,238,127
1367,955,811,520
216,121,118,71
1097,910,446,300
687,487,393,283
947,704,499,296
445,333,171,94
601,534,403,306
345,250,129,83
2381,1795,1004,628
152,114,135,79
164,142,95,74
31,22,43,18
397,332,112,69
767,590,254,207
64,65,28,12
51,22,7,4
2665,1935,1779,1037
187,124,109,53
22,6,14,9
712,527,342,255
115,77,60,36
446,382,206,124
204,171,130,95
55,45,15,18
212,135,85,55
79,38,18,8
2076,1695,854,588
139,99,38,37
83,41,31,15
360,259,359,241
170,105,123,69
693,568,303,204
1384,1170,891,575
2906,2201,1498,969
2357,2100,854,624
179,152,57,33
363,274,99,69
255,178,113,75
544,393,259,165
176,142,88,65
444,309,215,165
386,284,130,92
398,248,262,149
498,389,157,88
115,82,35,14
120,98,81,45
271,172,105,55
183,134,86,69
7,9,14,5
57,26,24,13
75,55,44,21
1816,1456,1001,667
127,72,91,61
106,80,70,45
64,51,35,25
683,521,215,150
30,19,29,14
26,21,10,8
9,6,5,3
31,26,39,14
24,14,13,11
449,286,238,136
1697,1263,698,461
128,122,103,61
1093,925,711,412
0,2,4,5
17,10,14,4
13,15,24,22
10,7,3,1
34,18,24,12
1251,861,624,491
88,61,69,45
980,911,441,367
46,33,23,15
24,9,15,8
3,4,1,0
84,63,11,4
154,77,72,57
13,7,1,1
14,11,15,12
230,184,42,22
38,23,16,20
332,282,159,106
91,62,5,4
23,18,9,13
616,521,333,202
603,476,302,188
1305,1090,504,317
12,10,7,2
187,158,115,89
39,23,13,4
512,406,281,190
240,189,112,77
22,11,26,14
45,42,61,22
243,139,91,67
6,2,5,2
93,56,36,28
14,3,2,0
3,2,7,3
504,312,211,118
21,16,24,9
14,4,9,5
10,3,4,1
6,3,13,7
4,3,5,3
3,11,7,6
8,2,0,0
0,4,1,1
5,0,0,0
80,62,57,21
8,0,7,5
37,22,36,22
19,18,27,10
6,4,2,0
20,9,9,7
2,1,3,0
6,1,1,2
3,0,1,2
0,1,0,1
0,0,0,0
63,22,28,20
1,0,0,0
0,0,0,2
0,1,0,1
486,333,133,104
2197,2019,486,353
59,42,27,16
4,5,2,0
12,5,11,4
2,1,10,7
2,2,0,2
0,0,1,0
222,200,67,60
43,18,3,8
0,0,0,4
18,12,31,16
52,23,25,18
53,54,28,45
56,69,34,30
16,14,3,0
0,1,1,0
7,1,0,0
3,4,2,1
21,17,3,0
36,17,29,14
50,53,42,39
4,5,2,0
2,1,1,2
167,94,67,56
1,2,0,0
56,38,20,20
1731,1312,1046,710
1007,594,442,263
207,174,113,82
756,566,410,278
2803,1728,1699,1079
438,189,249,91
365,254,148,89
1294,990,717,477
7924,4790,4081,2369
5948,4423,3521,2315
772,524,253,175
399,265,364,198
2781,1911,1643,1197
928,427,519,312
983,716,431,326
767,642,390,245
1255,871,827,603
1144,800,671,416
372,285,156,101
968,791,515,353
4656,3859,1726,1236
899,644,556,393
1326,1186,487,417
81,58,70,67
562,439,230,136
1332,942,763,489
957,762,447,344
262,195,149,83
400,278,256,157
498,393,213,132
123,100,77,47
375,264,300,179
436,319,298,179
716,568,333,209
300,209,243,131
334,244,204,171
732,491,358,222
244,145,162,82
159,92,66,47
1118,792,672,443
426,329,271,175
242,157,318,163
3403,3006,1543,1115
17061,15136,4906,3731
259,141,219,130
4010,3251,1489,1036
164,130,102,57
364,294,138,84
2488,1925,1102,663
399,286,347,172
1669,1116,646,396
305,181,229,134
1268,1039,649,473
532,313,184,123
289,170,262,134
10831,8711,3825,2726
161,124,83,56
472,294,370,272
79,55,24,21
216,175,163,99
49,33,49,23
92,53,74,43
239,169,136,90
561,408,260,150
334,186,181,120
382,248,198,145
162,109,149,71
1257,1037,363,295
139,78,77,63
33,29,55,36
32,28,22,18
111,79,100,73
196,151,124,78
114,84,90,39
902,637,374,225
467,250,255,159
194,157,105,79
4,0,16,17
35,25,12,21
42,27,55,45
68,42,39,28
67,52,57,45
302,270,234,122
132,93,135,39
458,321,234,99
126,74,101,61
24,11,9,14
6,6,2,0
81,43,31,26
89,61,76,36
17,17,11,7
39,44,63,46
76,52,56,36
23,12,23,10
62,61,21,20
4,7,8,4
73,34,30,25
168,86,77,63
299,226,132,95
248,222,84,64
11,10,9,8
127,87,84,51
41,24,35,18
164,139,72,65
33,27,26,20
35,21,44,14
59,36,9,4
79,62,51,32
5,7,24,10
47,18,48,25
5,8,9,2
15,7,18,5
99,55,33,25
22,15,10,9
46,49,39,29
13,3,12,9
38,26,24,24
13,20,12,13
9,8,16,9
23,23,7,9
2,0,1,2
6,3,5,4
65,43,29,30
11,10,11,5
14,12,18,9
28,18,11,16
13,6,13,2
12,11,15,5
2,2,5,0
12,3,1,0
3,2,7,2
9,2,11,1
3,0,3,2
32,15,13,9
1,1,0,0
2,0,2,1
6,3,2,1
2205,1592,1118,727
287,271,96,54
104,76,64,33
12,10,13,6
29,11,31,11
14,1,7,2
18,11,10,11
1,1,3,4
415,345,207,130
54,43,43,27
2,5,3,5
1,2,3,0
4,4,3,5
8,2,2,3
17,19,18,11
3,4,0,5
0,5,0,0
1,1,6,1
18,8,12,8
20,10,11,4
133,93,72,54
8,6,10,3
30,16,9,15
22,14,4,3
46,41,40,27
7,8,5,5
28,19,20,7
4140,3167,2312,1566
3956,2280,1792,1000
1851,1525,661,420
5454,4406,2588,1793
10851,7959,5790,3909
1482,784,769,363
1951,1553,939,686
1476,1097,795,527
4582,2745,2508,1555
7356,5232,4597,3024
13867,11441,2169,1671
4037,2979,1822,1063
2704,1785,1925,1369
1125,640,702,395
7242,5628,2931,2099
4922,3953,2347,1688
1231,837,854,477
4514,3250,2657,1702
231,144,72,61
7316,6567,3249,2307
2047,1503,1045,641
3885,3097,2258,1478
997,848,373,251
69,40,91,47
2482,1884,1139,753
1335,948,806,510
491,356,251,142
163,105,129,80
421,294,315,168
474,306,194,139
440,305,217,123
442,233,407,238
1738,1375,967,655
505,380,214,132
340,251,162,112
1090,882,668,467
667,477,349,218
721,453,567,240
192,155,93,48
1083,873,632,445
1566,1062,884,559
209,136,229,152
1050,790,676,433
1328,1103,613,423
247,201,211,132
1829,1358,867,615
249,196,118,82
256,214,122,99
1233,959,566,381
559,316,446,241
1970,1574,501,365
2292,1720,1185,844
1019,730,513,345
532,376,188,174
251,130,217,139
2287,1768,1094,693
211,151,74,56
387,295,296,198
84,65,22,15
114,88,88,39
74,39,63,30
91,70,94,69
200,139,157,102
313,206,157,113
217,133,148,100
229,154,142,88
139,104,124,88
592,438,245,129
90,53,63,51
78,43,38,41
85,39,23,14
116,92,90,48
483,428,267,179
125,83,76,57
912,618,296,203
438,264,309,180
132,94,111,67
18,4,37,27
57,28,55,48
118,118,171,69
185,129,141,94
94,67,133,38
284,178,198,141
56,59,139,28
370,360,163,105
144,75,115,84
29,13,16,9
54,20,9,10
223,148,139,78
154,112,80,54
176,102,33,25
110,44,121,90
77,48,13,15
12,13,9,6
84,50,23,17
29,29,23,3
51,36,37,19
159,86,85,52
189,117,134,78
159,92,61,48
19,11,12,9
110,70,80,41
84,55,45,19
109,100,67,59
61,55,38,20
33,20,51,27
10,9,9,7
31,35,39,23
17,25,36,15
26,19,14,13
17,9,7,3
23,11,20,16
46,25,31,21
80,79,27,11
82,68,50,39
30,21,19,8
27,16,26,11
73,43,31,18
36,21,65,38
63,39,29,21
11,4,7,1
10,4,5,6
75,39,38,29
34,22,20,8
22,12,16,21
46,31,18,12
34,16,28,9
9,15,12,4
2,0,3,5
8,5,1,4
11,0,9,5
9,5,7,9
2,3,6,0
21,19,13,4
1,1,3,0
3,0,10,0
5,2,3,2
8776,7399,4232,2994
197,150,55,43
93,68,58,37
25,20,18,8
23,25,39,21
20,11,14,5
12,12,13,4
11,6,5,9
2762,2462,935,747
194,139,106,67
11,7,16,2
1,4,9,2
13,17,12,8
25,23,17,10
23,14,12,16
6,2,0,1
0,3,2,4
6,11,3,18
44,16,27,28
23,20,29,17
128,80,105,49
3,2,25,6
46,49,36,25
34,24,26,22
87,58,37,42
5,11,11,4
50,31,24,16
1319,1006,357,190
545,302,152,81
905,724,359,216
1086,899,515,343
1809,1262,529,288
249,134,115,61
263,220,89,74
444,350,123,111
1174,632,336,201
9333,7015,1649,1214
6420,4274,1018,612
1569,1233,373,234
434,268,183,88
198,110,68,37
1554,1244,419,262
1311,1015,244,143
132,61,54,41
863,687,279,192
62,29,25,8
1249,1035,524,339
576,424,171,134
319,234,135,108
190,185,69,49
19,8,13,3
1089,742,552,338
119,63,65,43
75,36,13,7
7,6,5,3
108,72,29,20
43,29,13,11
44,19,25,11
134,105,55,32
484,311,247,189
136,72,47,19
45,24,24,10
212,185,123,66
39,33,21,14
52,30,36,15
29,10,10,7
89,86,40,29
273,165,96,58
72,51,30,25
243,175,96,58
427,317,77,54
28,19,15,10
468,358,203,130
47,28,19,8
44,45,4,5
176,134,61,25
54,22,19,17
1091,781,163,67
4194,3400,606,429
133,91,41,23
53,26,16,6
